,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_1,timespan_2,timespan_3,timespan_4,cost
209,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
210,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55748
211,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
212,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
213,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,61490
214,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
215,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
216,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,0,65758
217,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44333
218,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,0,1,44192
219,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,0,66950
220,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30432
221,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
222,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,0,40552
223,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
224,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
225,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,66950
226,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
227,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27962
228,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
229,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28273
230,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
231,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,56810
232,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
233,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40552
234,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
235,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44333
236,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
237,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40552
238,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
239,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
240,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
241,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
242,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37432
243,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
244,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25882
245,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
246,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65758
247,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,60298
248,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40552
249,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,47973
250,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
251,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37432
252,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,0,55748
253,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,0,37432
254,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44333
255,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,25882
256,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
257,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,56810
258,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
259,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,0,30613
260,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
261,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
262,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,30432
263,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
264,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47973
265,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
266,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,60298
267,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52263
268,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,44192
269,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,44192
270,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
271,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55748
272,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
273,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
274,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
275,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,0,60298
276,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,60298
277,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60298
278,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,56810
279,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,61490
280,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,0,66950
281,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,37432
282,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28273
283,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,56810
284,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
285,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
286,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55748
287,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,44192
288,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
289,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
290,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,56810
291,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
292,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44333
293,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30432
294,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,0,1,30432
295,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28273
296,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,47973
297,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,40552
298,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30613
299,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
300,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,0,40552
301,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
302,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60298
303,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
