,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,timespan_5,cost
88,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,0,1,0,95740
89,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,0,1,0,0,87760
90,3,650.2676800234859,428,90,0,0,0,0,1,0,1,0,0,0,1,0,0,82652
91,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,1,0,0,59074
92,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,1,0,0,64394
93,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,1,0,0,48625
94,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,1,0,0,95740
95,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,1,0,0,0,76125
96,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
97,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,0,1,0,48625
98,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,1,0,0,0,44635
99,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,0,1,0,82652
100,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,0,1,0,69855
101,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,1,0,0,0,44635
102,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,0,1,0,37744
103,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,1,0,0,48625
104,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,0,0,1,0,44635
105,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,0,0,1,0,89492
106,1,637.9145943128929,497,90,0,0,0,0,1,1,0,0,0,1,0,0,0,95740
107,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,0,0,0,1,64535
108,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,1,0,0,0,87760
109,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,1,0,0,64394
110,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,0,0,1,0,44635
111,3,507.4562962497442,334,90,0,1,0,0,0,0,0,1,0,0,0,0,1,64535
112,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,1,0,0,37744
113,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,0,1,76125
114,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,0,0,0,1,69855
115,2,296.0347511595893,211,90,0,1,0,0,0,0,1,0,0,1,0,0,0,40784
116,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,0,1,0,54514
117,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,1,0,0,0,48625
118,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,0,0,1,69855
119,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,1,0,0,0,44635
120,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,0,0,0,1,44394
121,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,0,1,0,0,87760
122,2,429.15928932709096,306,90,0,0,0,1,0,0,0,0,1,0,1,0,0,59074
123,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,1,0,0,87760
124,3,650.2676800234859,428,90,0,0,0,0,1,0,1,0,0,0,0,0,1,82652
125,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,1,0,0,0,87760
126,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,1,0,0,76125
127,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,0,0,1,0,44394
128,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
129,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,1,0,0,0,87760
130,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,1,0,0,0,44394
131,2,296.0347511595893,211,90,0,0,1,0,0,1,0,0,0,1,0,0,0,40784
132,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,1,0,41215
133,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,1,0,0,0,82652
134,3,296.0347511595893,195,90,0,0,1,0,0,1,0,0,0,1,0,0,0,37744
135,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,0,1,0,0,48625
136,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,1,0,0,0,69855
137,3,323.90751532178933,213,90,0,0,0,1,0,0,1,0,0,0,0,1,0,41215
138,3,296.0347511595893,195,90,0,0,1,0,0,1,0,0,0,0,0,1,0,37744
139,3,650.2676800234859,428,90,0,0,0,0,1,0,1,0,0,0,0,0,1,82652
140,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,0,1,87760
141,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,0,1,0,64394
142,2,296.0347511595893,211,90,0,1,0,0,0,0,1,0,0,0,0,1,0,40784
143,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,0,0,1,76125
144,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,1,0,0,0,44635
145,3,637.9145943128929,420,90,0,1,0,0,0,0,0,0,1,0,1,0,0,81110
146,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,1,0,0,0,69855
147,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,0,1,0,54514
148,2,296.0347511595893,211,90,0,1,0,0,0,0,1,0,0,0,0,0,1,40784
149,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,0,0,1,48625
150,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,1,0,0,0,44394
151,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,0,0,1,0,69855
152,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,1,0,0,89492
153,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,0,0,1,64394
154,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
155,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,1,0,0,0,87760
156,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,1,0,87760
157,2,429.15928932709096,306,90,0,0,0,1,0,0,0,0,1,0,0,0,1,59074
158,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,1,0,0,95740
159,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,0,1,0,48625
160,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,1,0,87760
161,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,1,0,0,0,44394
162,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,0,0,1,64394
163,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,0,0,1,0,48625
164,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,0,0,1,0,97472
165,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,0,1,0,0,44394
166,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,1,0,0,0,97472
167,2,296.0347511595893,211,90,0,0,1,0,0,1,0,0,0,0,0,1,0,40784
168,3,637.9145943128929,420,90,0,0,0,0,1,1,0,0,0,0,1,0,0,81110
169,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,1,0,0,89492
170,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,1,0,0,41215
171,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,0,0,0,1,69855
172,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,1,0,0,37744
173,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,0,0,1,76125
174,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,1,0,54514
175,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,1,0,97472
176,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,1,0,0,0,87760
177,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,1,0,76125
178,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,0,0,1,69855
179,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,1,0,59074
180,2,429.15928932709096,306,90,0,0,0,1,0,0,0,0,1,1,0,0,0,59074
181,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,0,0,1,0,87760
182,3,637.9145943128929,420,90,0,1,0,0,0,0,0,0,1,0,0,1,0,81110
183,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,1,0,0,0,54514
184,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,1,0,0,0,87760
185,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,1,0,0,0,97472
186,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,1,0,0,76125
187,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
188,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,0,0,1,0,89492
189,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,1,0,0,76125
190,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,0,1,41215
191,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,1,0,0,87760
192,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
193,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,0,0,1,69855
194,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,0,0,1,82652
195,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,1,0,0,0,89492
196,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,0,1,0,64394
197,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
198,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,0,1,0,95740
199,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,0,0,1,48625
200,2,296.0347511595893,211,90,0,0,1,0,0,1,0,0,0,1,0,0,0,40784
201,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,0,0,0,1,44394
202,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,1,0,0,64394
203,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,0,1,0,82652
204,3,650.2676800234859,428,90,0,0,0,0,1,0,1,0,0,0,1,0,0,82652
205,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,1,0,41215
206,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,0,1,0,0,44394
207,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
208,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,0,0,1,64394
209,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,0,1,0,0,97472
210,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,1,0,0,0,69855
211,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,1,0,0,54514
212,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
213,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,0,0,1,76125
214,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,0,1,0,0,89492
215,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,0,1,0,37744
216,3,637.9145943128929,420,90,0,1,0,0,0,0,0,0,1,0,1,0,0,81110
217,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,0,0,1,0,89492
218,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,0,1,0,37744
219,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,1,0,76125
220,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,1,0,0,76125
221,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,0,0,1,64394
222,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,0,1,0,95740
223,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,1,0,0,54514
224,3,637.9145943128929,420,90,0,1,0,0,0,0,0,0,1,0,0,0,1,81110
225,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,1,0,0,37744
226,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,0,1,0,0,48625
227,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
228,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,1,0,0,0,89492
229,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,1,0,0,0,89492
230,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,0,0,1,0,44635
231,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,1,0,0,0,44394
232,3,296.0347511595893,195,90,0,0,1,0,0,1,0,0,0,0,0,1,0,37744
233,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,1,0,0,0,76125
234,2,323.90751532178933,231,90,0,0,1,0,0,0,0,1,0,0,1,0,0,44635
235,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,1,0,0,59074
236,3,323.90751532178933,213,90,0,0,0,1,0,0,1,0,0,0,1,0,0,41215
237,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,1,0,0,89492
238,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,0,0,1,0,97472
239,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,1,0,0,0,87760
240,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,0,0,0,1,44394
241,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,1,0,0,0,97472
242,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,1,0,0,0,64535
243,2,323.90751532178933,231,90,0,0,1,0,0,0,0,1,0,0,0,1,0,44635
244,2,296.0347511595893,211,90,0,1,0,0,0,0,1,0,0,0,0,1,0,40784
245,2,296.0347511595893,211,90,0,0,1,0,0,1,0,0,0,0,1,0,0,40784
246,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,0,1,0,48625
247,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,0,0,1,0,87760
248,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,1,0,0,0,48625
249,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
250,3,507.4562962497442,334,90,0,1,0,0,0,0,0,1,0,0,0,0,1,64535
251,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,0,1,0,82652
252,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,1,0,0,41215
253,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,0,0,1,0,69855
254,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
255,3,637.9145943128929,420,90,0,0,0,0,1,1,0,0,0,0,0,0,1,81110
256,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,1,0,0,64394
257,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,1,0,97472
258,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,1,0,0,37744
259,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,1,0,0,48625
260,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,1,0,0,0,76125
261,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,1,0,0,0,54514
262,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,1,0,87760
263,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,1,0,0,0,64535
264,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,0,1,87760
265,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,0,0,1,37744
266,3,296.0347511595893,195,90,0,0,1,0,0,1,0,0,0,0,0,1,0,37744
267,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,1,0,0,89492
268,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,0,0,0,1,44635
269,1,323.90751532178933,252,90,0,0,0,1,0,0,1,0,0,0,0,1,0,48625
270,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,0,1,0,69855
271,2,429.15928932709096,306,90,0,0,0,1,0,0,0,0,1,0,1,0,0,59074
272,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,1,0,0,0,54514
273,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,1,0,0,64394
274,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,0,1,0,64394
275,3,650.2676800234859,428,90,0,0,0,0,1,0,1,0,0,0,1,0,0,82652
276,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,1,0,87760
277,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,0,1,0,64394
278,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,1,0,0,0,87760
279,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,1,0,0,64394
280,3,637.9145943128929,420,90,0,0,0,0,1,1,0,0,0,1,0,0,0,81110
281,3,323.90751532178933,213,90,0,0,0,1,0,0,1,0,0,0,1,0,0,41215
282,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,1,0,76125
283,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,1,0,76125
284,3,507.4562962497442,334,90,0,1,0,0,0,0,0,1,0,0,1,0,0,64535
285,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,0,1,54514
286,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,0,1,41215
287,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,0,0,1,0,89492
288,1,296.0347511595893,230,90,0,0,1,0,0,1,0,0,0,0,0,1,0,44394
289,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,1,0,0,64394
290,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,1,0,0,69855
291,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,1,0,97472
292,2,650.2676800234859,464,90,0,0,0,0,1,0,1,0,0,0,0,0,1,89492
293,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,1,0,97472
294,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,0,0,1,37744
295,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,1,0,0,82652
296,2,429.15928932709096,306,90,0,0,0,1,0,0,0,0,1,0,1,0,0,59074
297,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
298,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,0,1,76125
299,2,429.15928932709096,306,90,0,0,0,1,0,0,0,0,1,0,0,1,0,59074
300,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,0,0,1,0,87760
301,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,0,0,1,97472
302,2,323.90751532178933,231,90,0,0,1,0,0,0,0,1,0,0,0,0,1,44635
303,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,0,0,0,1,48625
