,Age,workclass,People,Education,EduNum,Marriage,WorkType,Family,Race,Sex,capitalgain,capitalloss,hours,Country,IncomeRes
41,44,6.0,120277,11.0,11,1.0,10.0,1.0,1.0,0.0,0,0,45,0.0,1.0
42,36,0.0,465326,1.0,9,1.0,1.0,1.0,1.0,0.0,0,0,40,0.0,0.0
43,29,0.0,103634,0.0,7,1.0,4.0,1.0,1.0,0.0,0,0,40,0.0,0.0
44,20,5.0,138371,3.0,10,0.0,1.0,0.0,1.0,0.0,0,0,32,0.0,0.0
45,28,0.0,242832,11.0,11,1.0,5.0,4.0,1.0,1.0,0,0,36,0.0,1.0
46,39,0.0,290208,6.0,4,1.0,6.0,1.0,1.0,0.0,0,0,40,4.0,0.0
47,54,0.0,186272,3.0,10,1.0,12.0,1.0,1.0,0.0,3908,0,50,0.0,0.0
48,52,0.0,201062,0.0,7,4.0,11.0,2.0,0.0,1.0,0,0,18,0.0,0.0
49,56,6.0,131916,1.0,9,2.0,8.0,2.0,1.0,1.0,0,0,50,0.0,0.0
50,18,0.0,54440,3.0,10,0.0,4.0,0.0,1.0,0.0,0,0,20,0.0,0.0
51,39,0.0,280215,1.0,9,3.0,13.0,0.0,0.0,0.0,0,0,40,0.0,0.0
52,21,0.0,214399,3.0,10,0.0,4.0,0.0,1.0,1.0,0,1721,24,0.0,0.0
53,22,0.0,54164,1.0,9,0.0,4.0,2.0,1.0,0.0,14084,0,60,0.0,1.0
54,38,0.0,219446,12.0,5,5.0,8.0,2.0,1.0,0.0,0,0,54,4.0,0.0
55,21,0.0,110677,3.0,10,0.0,7.0,0.0,1.0,1.0,0,0,40,0.0,0.0
56,63,0.0,145985,1.0,9,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,0.0
57,34,1.0,382078,7.0,13,1.0,8.0,1.0,1.0,0.0,3103,0,50,0.0,1.0
58,42,6.0,170721,1.0,9,1.0,8.0,1.0,1.0,0.0,5178,0,50,0.0,1.0
59,33,0.0,269705,1.0,9,1.0,13.0,1.0,1.0,0.0,0,0,40,0.0,0.0
60,30,0.0,101135,7.0,13,0.0,8.0,2.0,1.0,1.0,0,0,50,0.0,0.0
61,39,0.0,118429,3.0,10,3.0,10.0,2.0,1.0,0.0,0,0,40,0.0,0.0
62,26,0.0,31208,8.0,14,0.0,8.0,2.0,1.0,1.0,0,0,40,0.0,0.0
63,33,0.0,281384,1.0,9,0.0,0.0,0.0,1.0,1.0,0,0,40,0.0,0.0
64,47,1.0,171807,1.0,9,3.0,7.0,2.0,1.0,1.0,0,0,40,0.0,0.0
65,41,0.0,109912,7.0,13,0.0,4.0,2.0,1.0,1.0,0,0,40,5.0,0.0
66,41,6.0,445382,2.0,12,1.0,6.0,1.0,1.0,0.0,15024,0,60,0.0,1.0
67,19,0.0,105460,3.0,10,0.0,4.0,0.0,1.0,0.0,0,0,20,0.0,0.0
68,46,0.0,170338,1.0,9,4.0,12.0,2.0,1.0,0.0,0,0,40,0.0,0.0
69,43,0.0,102606,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,48,0.0,0.0
70,55,0.0,323887,3.0,10,1.0,8.0,1.0,1.0,0.0,15024,0,45,0.0,1.0
71,46,0.0,175622,11.0,11,1.0,9.0,1.0,1.0,0.0,0,0,40,0.0,0.0
72,30,0.0,229636,1.0,9,1.0,0.0,1.0,1.0,0.0,0,0,40,4.0,0.0
73,21,0.0,388946,3.0,10,4.0,13.0,2.0,1.0,1.0,0,0,40,0.0,0.0
74,46,0.0,269034,3.0,10,1.0,6.0,1.0,3.0,0.0,0,0,40,6.0,0.0
75,17,2.0,165361,4.0,6,0.0,3.0,0.0,1.0,0.0,0,0,40,0.0,0.0
76,41,0.0,75012,1.0,9,1.0,0.0,1.0,1.0,0.0,0,0,50,0.0,0.0
77,69,6.0,174379,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,30,0.0,0.0
78,50,0.0,312477,1.0,9,1.0,12.0,1.0,1.0,0.0,0,0,40,0.0,0.0
79,20,0.0,72055,3.0,10,0.0,7.0,2.0,1.0,1.0,0,0,40,0.0,0.0
80,45,6.0,67001,3.0,10,1.0,0.0,1.0,1.0,0.0,0,0,50,0.0,0.0
81,23,0.0,213734,7.0,13,0.0,8.0,2.0,1.0,0.0,0,0,40,0.0,0.0
82,24,0.0,83141,3.0,10,4.0,4.0,2.0,1.0,0.0,0,1876,40,0.0,0.0
83,44,6.0,223881,1.0,9,1.0,6.0,1.0,1.0,0.0,99999,0,50,5.0,1.0
84,31,3.0,113752,3.0,10,1.0,6.0,1.0,1.0,0.0,0,0,50,0.0,0.0
85,43,0.0,170482,1.0,9,4.0,0.0,2.0,1.0,1.0,0,0,44,0.0,0.0
86,20,4.0,244689,0.0,7,0.0,4.0,0.0,1.0,1.0,0,0,10,0.0,0.0
87,55,0.0,160631,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,56,0.0,1.0
88,24,4.0,228724,3.0,10,0.0,14.0,2.0,1.0,0.0,0,0,40,0.0,0.0
89,41,2.0,38434,8.0,14,1.0,3.0,4.0,1.0,1.0,7688,0,10,0.0,1.0
90,59,0.0,292946,7.0,13,0.0,8.0,2.0,1.0,1.0,0,0,25,0.0,0.0
91,49,4.0,77443,6.0,4,0.0,4.0,2.0,0.0,0.0,0,0,20,0.0,0.0
92,33,0.0,176410,8.0,14,1.0,5.0,4.0,1.0,1.0,5178,0,10,0.0,1.0
93,59,4.0,98984,7.0,13,3.0,7.0,2.0,1.0,0.0,0,0,40,0.0,0.0
94,34,0.0,198751,8.0,14,0.0,4.0,2.0,4.0,0.0,0,0,40,0.0,0.0
95,20,0.0,479296,1.0,9,0.0,13.0,0.0,1.0,0.0,0,0,40,0.0,0.0
96,25,0.0,235218,7.0,13,0.0,8.0,0.0,1.0,1.0,0,0,40,0.0,0.0
97,49,0.0,164877,4.0,6,1.0,1.0,1.0,1.0,0.0,0,0,40,0.0,0.0
98,59,0.0,272087,1.0,9,1.0,12.0,1.0,1.0,0.0,0,0,40,0.0,1.0
99,20,0.0,169699,1.0,9,0.0,7.0,2.0,1.0,1.0,0,0,40,0.0,0.0
100,51,2.0,189762,3.0,10,1.0,3.0,4.0,1.0,1.0,0,0,18,0.0,0.0
101,33,0.0,202191,3.0,10,0.0,7.0,3.0,0.0,1.0,0,0,35,0.0,0.0
102,22,0.0,212261,3.0,10,0.0,12.0,0.0,0.0,0.0,0,0,39,0.0,0.0
103,58,3.0,301568,12.0,5,2.0,4.0,2.0,1.0,1.0,0,0,40,0.0,0.0
104,52,1.0,155233,1.0,9,2.0,7.0,3.0,1.0,1.0,0,0,28,0.0,0.0
105,36,0.0,75826,4.0,6,4.0,0.0,2.0,1.0,1.0,0,0,40,0.0,0.0
106,41,1.0,201520,1.0,9,1.0,2.0,1.0,1.0,0.0,0,0,40,0.0,0.0
107,28,0.0,154236,1.0,9,0.0,12.0,0.0,1.0,0.0,2597,0,40,0.0,0.0
108,19,0.0,289227,3.0,10,0.0,13.0,0.0,0.0,0.0,0,0,16,0.0,0.0
109,18,0.0,217439,1.0,9,0.0,4.0,2.0,1.0,1.0,0,0,28,0.0,0.0
110,18,0.0,179020,1.0,9,0.0,0.0,0.0,1.0,1.0,0,0,48,0.0,0.0
111,28,0.0,149624,3.0,10,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,0.0
112,29,0.0,337266,11.0,11,1.0,8.0,1.0,1.0,0.0,0,0,40,0.0,1.0
113,20,2.0,30796,1.0,9,0.0,3.0,0.0,1.0,1.0,0,0,20,0.0,0.0
114,40,0.0,103541,3.0,10,1.0,13.0,1.0,1.0,0.0,0,0,40,0.0,0.0
115,26,0.0,206721,1.0,9,0.0,13.0,3.0,1.0,0.0,0,0,40,0.0,0.0
116,46,0.0,96773,1.0,9,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,0.0
117,23,0.0,200967,0.0,7,0.0,4.0,2.0,1.0,1.0,0,0,24,0.0,0.0
118,44,0.0,180019,1.0,9,5.0,7.0,3.0,1.0,1.0,0,0,40,0.0,0.0
119,43,0.0,179866,7.0,13,3.0,10.0,3.0,1.0,1.0,0,0,40,0.0,1.0
120,31,1.0,198770,7.0,13,3.0,5.0,3.0,1.0,1.0,0,0,60,0.0,0.0
121,18,0.0,219256,3.0,10,0.0,10.0,0.0,1.0,1.0,0,0,25,0.0,0.0
122,19,0.0,248730,3.0,10,0.0,2.0,0.0,1.0,0.0,0,0,30,0.0,0.0
123,41,0.0,110732,3.0,10,3.0,9.0,2.0,1.0,1.0,0,0,40,0.0,0.0
124,41,0.0,181020,1.0,9,3.0,13.0,3.0,1.0,1.0,0,0,40,0.0,0.0
125,69,0.0,183791,1.0,9,3.0,7.0,2.0,1.0,1.0,0,0,25,0.0,0.0
126,48,4.0,42972,9.0,16,1.0,5.0,4.0,1.0,1.0,0,0,40,0.0,1.0
127,28,0.0,134813,1.0,9,0.0,5.0,0.0,1.0,0.0,0,0,40,0.0,0.0
128,27,3.0,115438,1.0,9,1.0,6.0,1.0,1.0,0.0,0,0,60,7.0,1.0
129,41,0.0,239296,8.0,14,1.0,5.0,1.0,1.0,0.0,0,2415,50,0.0,1.0
130,41,0.0,428420,3.0,10,1.0,7.0,1.0,1.0,0.0,0,0,40,0.0,0.0
131,24,0.0,247846,1.0,9,0.0,6.0,3.0,0.0,1.0,0,0,40,0.0,0.0
132,20,2.0,334105,1.0,9,0.0,3.0,2.0,1.0,1.0,0,0,40,0.0,0.0
133,42,6.0,100793,9.0,16,1.0,5.0,1.0,1.0,0.0,0,0,41,0.0,1.0
134,57,0.0,244478,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,48,0.0,0.0
135,30,0.0,142921,2.0,12,0.0,5.0,2.0,1.0,1.0,0,0,40,0.0,0.0
136,36,0.0,182863,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,60,0.0,1.0
137,49,0.0,171128,6.0,4,1.0,0.0,1.0,0.0,0.0,0,0,40,0.0,0.0
138,33,0.0,145402,1.0,9,1.0,0.0,4.0,1.0,1.0,0,0,35,0.0,0.0
139,23,0.0,306309,4.0,6,1.0,1.0,1.0,1.0,0.0,0,0,40,0.0,0.0
140,46,0.0,83822,8.0,14,1.0,5.0,1.0,1.0,0.0,0,0,40,0.0,0.0
141,18,0.0,262118,3.0,10,0.0,7.0,0.0,2.0,1.0,0,0,22,8.0,0.0
142,40,0.0,155972,1.0,9,1.0,8.0,1.0,1.0,0.0,7688,0,55,0.0,1.0
143,43,6.0,214503,1.0,9,1.0,8.0,1.0,1.0,0.0,0,1887,45,0.0,1.0
144,34,0.0,159303,8.0,14,0.0,5.0,0.0,1.0,1.0,0,0,30,0.0,0.0
145,47,3.0,174995,1.0,9,2.0,8.0,2.0,1.0,1.0,0,0,30,0.0,0.0
146,44,0.0,26669,11.0,11,2.0,8.0,3.0,1.0,1.0,0,0,30,0.0,0.0
147,33,0.0,177727,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,40,0.0,1.0
148,55,0.0,124771,7.0,13,1.0,8.0,1.0,1.0,0.0,15024,0,50,0.0,1.0
149,19,0.0,456736,1.0,9,0.0,10.0,2.0,1.0,0.0,2907,0,30,0.0,0.0
150,28,0.0,216604,3.0,10,0.0,4.0,2.0,0.0,0.0,0,0,14,0.0,0.0
151,27,0.0,221561,0.0,7,1.0,4.0,4.0,0.0,1.0,0,0,32,0.0,0.0
152,50,0.0,114564,6.0,4,1.0,0.0,1.0,1.0,0.0,0,0,20,0.0,0.0
153,22,0.0,315476,0.0,7,0.0,6.0,3.0,1.0,0.0,0,0,40,0.0,0.0
154,40,5.0,67874,7.0,13,1.0,7.0,1.0,1.0,0.0,0,1887,45,0.0,1.0
155,25,0.0,126110,3.0,10,0.0,7.0,0.0,1.0,1.0,0,0,40,0.0,0.0
156,26,1.0,102264,1.0,9,0.0,6.0,2.0,1.0,0.0,0,0,40,0.0,0.0
157,22,0.0,537222,7.0,13,0.0,10.0,2.0,1.0,0.0,0,0,25,0.0,0.0
158,42,0.0,113732,3.0,10,0.0,13.0,3.0,0.0,1.0,0,625,40,0.0,0.0
159,38,6.0,93225,7.0,13,3.0,8.0,2.0,1.0,0.0,0,0,40,0.0,0.0
160,55,0.0,43064,0.0,7,1.0,4.0,1.0,1.0,0.0,0,0,30,0.0,0.0
161,32,0.0,136921,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,40,0.0,0.0
162,22,0.0,388885,1.0,9,1.0,6.0,1.0,1.0,0.0,0,0,45,0.0,0.0
163,29,0.0,142249,7.0,13,0.0,10.0,0.0,1.0,0.0,0,0,40,0.0,0.0
164,46,5.0,56841,8.0,14,1.0,8.0,1.0,1.0,0.0,0,0,45,0.0,1.0
165,31,0.0,156493,3.0,10,1.0,8.0,1.0,1.0,0.0,0,0,40,0.0,1.0
166,58,3.0,159021,9.0,16,1.0,5.0,1.0,1.0,0.0,0,0,16,0.0,1.0
167,42,0.0,190910,1.0,9,1.0,6.0,1.0,1.0,0.0,0,0,45,0.0,0.0
168,18,0.0,41879,1.0,9,0.0,13.0,3.0,1.0,0.0,0,0,25,0.0,0.0
169,58,1.0,137249,1.0,9,3.0,8.0,2.0,1.0,0.0,0,0,33,0.0,0.0
170,54,0.0,236157,1.0,9,1.0,5.0,1.0,1.0,0.0,0,1887,40,0.0,1.0
171,34,0.0,189759,8.0,14,0.0,5.0,2.0,1.0,0.0,0,0,40,0.0,0.0
172,26,0.0,239877,7.0,13,0.0,7.0,2.0,1.0,1.0,0,0,40,0.0,0.0
173,61,0.0,21175,13.0,8,1.0,8.0,1.0,1.0,0.0,0,0,60,0.0,0.0
174,48,1.0,67229,8.0,14,4.0,7.0,3.0,0.0,1.0,0,0,40,0.0,0.0
175,36,0.0,236391,3.0,10,1.0,8.0,1.0,1.0,0.0,0,0,45,0.0,1.0
176,24,0.0,325596,11.0,11,1.0,0.0,1.0,1.0,0.0,0,0,45,0.0,0.0
177,40,0.0,83411,3.0,10,1.0,0.0,1.0,1.0,0.0,0,0,37,0.0,0.0
178,33,6.0,154227,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,50,0.0,1.0
179,37,0.0,248010,3.0,10,1.0,0.0,1.0,1.0,0.0,0,1887,40,0.0,1.0
180,34,0.0,198613,8.0,14,0.0,8.0,0.0,1.0,0.0,4650,0,40,0.0,0.0
181,56,6.0,321529,3.0,10,1.0,8.0,1.0,1.0,0.0,15024,0,40,0.0,1.0
182,28,2.0,168524,1.0,9,1.0,3.0,0.0,1.0,1.0,0,0,38,0.0,1.0
183,37,0.0,203079,7.0,13,2.0,8.0,2.0,1.0,1.0,0,0,55,0.0,0.0
184,44,0.0,284652,1.0,9,3.0,10.0,3.0,0.0,1.0,0,0,40,0.0,0.0
185,64,2.0,201368,3.0,10,1.0,3.0,1.0,1.0,0.0,0,0,8,0.0,0.0
186,54,0.0,59840,1.0,9,3.0,13.0,2.0,1.0,0.0,0,0,45,0.0,0.0
187,23,0.0,52753,1.0,9,0.0,0.0,2.0,1.0,0.0,0,0,50,0.0,0.0
188,34,5.0,513100,7.0,13,5.0,1.0,2.0,0.0,0.0,0,0,40,5.0,0.0
189,22,0.0,199266,1.0,9,0.0,4.0,2.0,1.0,1.0,0,0,45,0.0,0.0
190,33,0.0,196385,7.0,13,1.0,8.0,1.0,1.0,0.0,0,1977,40,0.0,1.0
191,39,0.0,163205,7.0,13,4.0,5.0,2.0,1.0,0.0,0,0,50,0.0,1.0
192,47,0.0,411047,3.0,10,3.0,7.0,2.0,0.0,1.0,0,0,37,0.0,0.0
193,79,2.0,48574,6.0,4,2.0,3.0,2.0,1.0,0.0,0,0,40,0.0,0.0
194,26,0.0,209440,1.0,9,0.0,5.0,3.0,0.0,1.0,0,0,55,0.0,0.0
195,31,0.0,56964,3.0,10,3.0,8.0,3.0,1.0,1.0,0,0,40,0.0,0.0
196,44,0.0,299197,3.0,10,0.0,12.0,2.0,1.0,0.0,0,0,45,0.0,0.0
197,42,6.0,240628,5.0,15,1.0,5.0,4.0,1.0,1.0,0,0,50,0.0,1.0
198,19,0.0,355313,1.0,9,0.0,0.0,2.0,1.0,1.0,0,0,40,0.0,0.0
199,27,0.0,132267,1.0,9,1.0,13.0,1.0,1.0,0.0,0,0,40,0.0,1.0
200,51,1.0,174861,3.0,10,1.0,2.0,1.0,1.0,0.0,0,0,40,0.0,1.0
201,28,6.0,142443,7.0,13,1.0,8.0,1.0,1.0,0.0,0,0,50,0.0,0.0
202,57,0.0,26716,7.0,13,3.0,6.0,2.0,1.0,0.0,0,0,45,0.0,0.0
203,45,1.0,185588,7.0,13,3.0,5.0,3.0,1.0,1.0,0,0,40,0.0,0.0
204,50,0.0,175029,11.0,11,1.0,5.0,1.0,1.0,0.0,0,0,40,0.0,1.0
205,34,6.0,34848,7.0,13,1.0,10.0,1.0,1.0,0.0,0,0,54,0.0,0.0
206,45,0.0,411273,6.0,4,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,0.0
207,73,1.0,143437,1.0,9,1.0,8.0,1.0,1.0,0.0,0,0,20,0.0,0.0
208,34,0.0,357145,7.0,13,1.0,5.0,4.0,1.0,1.0,0,0,50,0.0,1.0
209,31,0.0,236861,3.0,10,1.0,10.0,1.0,1.0,0.0,0,0,55,0.0,1.0
210,19,0.0,53355,0.0,7,0.0,10.0,2.0,1.0,0.0,0,0,12,0.0,0.0
211,25,0.0,29106,3.0,10,0.0,4.0,0.0,1.0,1.0,0,0,50,0.0,0.0
212,38,4.0,213274,11.0,11,3.0,6.0,3.0,1.0,1.0,6497,0,40,0.0,0.0
213,39,0.0,22463,7.0,13,1.0,12.0,1.0,1.0,0.0,0,0,40,0.0,0.0
214,23,0.0,180497,7.0,13,0.0,9.0,0.0,0.0,1.0,0,0,32,0.0,0.0
215,49,0.0,37306,1.0,9,1.0,0.0,1.0,1.0,0.0,0,0,40,0.0,0.0
216,33,4.0,137814,1.0,9,0.0,4.0,2.0,1.0,0.0,0,0,32,0.0,0.0
217,21,0.0,447488,10.0,3,0.0,0.0,5.0,1.0,0.0,0,0,38,4.0,0.0
218,31,0.0,220915,11.0,11,4.0,6.0,2.0,1.0,0.0,0,0,40,0.0,0.0
219,23,0.0,42251,7.0,13,0.0,8.0,2.0,1.0,1.0,0,0,45,0.0,0.0
220,34,0.0,162312,7.0,13,1.0,7.0,1.0,2.0,0.0,0,0,40,9.0,0.0
221,25,0.0,77698,1.0,9,0.0,0.0,2.0,2.0,1.0,0,0,40,9.0,0.0
222,39,0.0,282951,1.0,9,0.0,6.0,3.0,1.0,0.0,0,0,40,0.0,0.0
223,52,6.0,311259,1.0,9,1.0,10.0,1.0,1.0,0.0,0,0,40,0.0,1.0
224,63,1.0,65479,12.0,5,1.0,12.0,1.0,1.0,0.0,7688,0,40,0.0,1.0
225,41,0.0,277256,3.0,10,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,0.0
226,46,0.0,312088,7.0,13,1.0,5.0,1.0,1.0,0.0,15024,0,38,0.0,1.0
227,53,1.0,169719,1.0,9,1.0,8.0,1.0,1.0,0.0,0,0,40,0.0,0.0
228,25,2.0,270276,12.0,5,4.0,3.0,2.0,1.0,1.0,1055,0,40,0.0,0.0
229,77,2.0,172744,3.0,10,1.0,3.0,1.0,1.0,0.0,0,0,35,0.0,0.0
230,18,0.0,96869,13.0,8,0.0,11.0,0.0,1.0,0.0,0,0,40,0.0,0.0
231,38,0.0,237943,5.0,15,1.0,5.0,1.0,1.0,0.0,0,0,50,0.0,0.0
232,55,0.0,119751,8.0,14,0.0,8.0,3.0,2.0,1.0,0,0,50,10.0,0.0
233,34,0.0,236861,1.0,9,1.0,9.0,1.0,1.0,0.0,0,0,40,0.0,1.0
234,80,3.0,201092,1.0,9,1.0,4.0,1.0,1.0,0.0,0,0,30,0.0,0.0
235,34,0.0,147215,11.0,11,3.0,9.0,3.0,1.0,1.0,0,0,60,0.0,0.0
236,52,0.0,152373,3.0,10,1.0,9.0,1.0,1.0,0.0,5013,0,40,0.0,0.0
237,42,0.0,227968,1.0,9,0.0,4.0,3.0,0.0,1.0,0,0,28,11.0,0.0
238,26,0.0,362617,3.0,10,0.0,10.0,2.0,1.0,1.0,0,0,40,0.0,0.0
239,31,0.0,103435,1.0,9,1.0,12.0,1.0,1.0,0.0,0,0,40,0.0,0.0
240,25,1.0,281412,1.0,9,0.0,4.0,0.0,1.0,1.0,0,0,35,0.0,0.0
241,55,3.0,105239,1.0,9,1.0,6.0,1.0,1.0,0.0,0,2057,60,0.0,0.0
242,19,0.0,230165,3.0,10,0.0,4.0,0.0,1.0,1.0,0,0,12,0.0,0.0
243,62,3.0,177493,3.0,10,1.0,12.0,1.0,1.0,0.0,0,0,32,0.0,0.0
244,22,4.0,104443,3.0,10,0.0,7.0,0.0,1.0,1.0,0,0,20,0.0,0.0
245,39,2.0,110342,1.0,9,1.0,3.0,4.0,1.0,1.0,0,0,50,0.0,0.0
246,35,0.0,143385,1.0,9,1.0,13.0,1.0,1.0,0.0,0,0,40,0.0,0.0
247,28,0.0,107189,1.0,9,1.0,10.0,0.0,1.0,1.0,0,0,40,0.0,0.0
248,47,0.0,212944,1.0,9,1.0,12.0,1.0,1.0,0.0,0,0,70,0.0,1.0
249,44,5.0,138634,1.0,9,1.0,0.0,1.0,1.0,0.0,0,0,40,0.0,0.0
250,21,0.0,99970,3.0,10,0.0,10.0,0.0,1.0,0.0,0,0,15,0.0,0.0
251,35,0.0,203717,11.0,11,0.0,6.0,2.0,1.0,0.0,0,0,50,0.0,0.0
252,24,0.0,313956,7.0,13,1.0,5.0,1.0,1.0,0.0,0,0,40,0.0,1.0
253,42,4.0,177937,7.0,13,0.0,5.0,2.0,1.0,0.0,0,0,40,5.0,0.0
254,28,0.0,193868,7.0,13,0.0,9.0,0.0,1.0,0.0,0,0,50,0.0,0.0
255,21,0.0,250939,3.0,10,0.0,0.0,5.0,1.0,0.0,0,0,35,0.0,0.0
256,62,4.0,57629,3.0,10,3.0,9.0,2.0,0.0,0.0,4650,0,40,0.0,0.0
257,39,0.0,281768,1.0,9,0.0,4.0,2.0,0.0,1.0,0,0,40,0.0,0.0
258,30,5.0,260782,1.0,9,0.0,4.0,2.0,1.0,0.0,0,0,40,0.0,0.0
259,72,3.0,243769,5.0,15,0.0,5.0,2.0,1.0,0.0,0,1429,20,0.0,0.0
260,50,0.0,109937,3.0,10,1.0,8.0,4.0,1.0,1.0,0,0,50,0.0,0.0
261,28,1.0,134890,8.0,14,0.0,5.0,2.0,1.0,0.0,0,0,40,0.0,0.0
262,29,0.0,100293,3.0,10,0.0,5.0,2.0,1.0,1.0,0,0,40,0.0,0.0
263,26,0.0,132179,7.0,13,0.0,7.0,0.0,1.0,1.0,0,0,40,0.0,0.0
264,27,0.0,116372,8.0,14,0.0,8.0,2.0,1.0,1.0,0,0,40,0.0,0.0
265,29,0.0,255412,3.0,10,1.0,13.0,1.0,1.0,0.0,3103,0,40,0.0,1.0
266,61,2.0,195789,1.0,9,1.0,3.0,1.0,1.0,0.0,0,0,40,0.0,0.0
267,29,0.0,342400,4.0,6,1.0,6.0,1.0,1.0,0.0,0,0,25,0.0,0.0
268,21,2.0,65481,3.0,10,0.0,3.0,0.0,1.0,1.0,0,0,30,0.0,0.0
269,31,0.0,169085,0.0,7,1.0,10.0,4.0,1.0,1.0,0,0,20,0.0,0.0
270,25,0.0,177221,1.0,9,1.0,8.0,1.0,1.0,0.0,0,0,75,0.0,0.0
